p,rep,n_flipped,proto_f1,Mistral KG-RAG Plausibility,Mistral RAG Association,Mistral RAG Temporality,Mistral LLM Plausibility
0.05,70,11,0.35789473684210527,0.6754966887417219,0.6382978723404256,0.44642857142857145,0.6274509803921569
0.05,71,7,0.36363636363636365,0.6967741935483871,0.6344827586206897,0.5172413793103449,0.6114649681528662
0.05,72,6,0.375,0.6973684210526315,0.6901408450704225,0.49557522123893805,0.6233766233766234
0.05,73,11,0.40860215053763443,0.6711409395973155,0.6330935251798561,0.5272727272727272,0.609271523178808
0.05,74,5,0.3870967741935484,0.6711409395973155,0.6330935251798561,0.509090909090909,0.5827814569536424
0.05,75,10,0.3829787234042553,0.6666666666666666,0.6571428571428571,0.5225225225225225,0.5921052631578947
0.05,76,8,0.3958333333333333,0.6710526315789473,0.6901408450704225,0.5309734513274337,0.5974025974025974
0.05,77,7,0.35789473684210527,0.6622516556291391,0.6524822695035462,0.48214285714285715,0.6143790849673203
0.05,78,10,0.40425531914893614,0.6666666666666666,0.6714285714285714,0.5405405405405406,0.631578947368421
0.05,79,7,0.3838383838383838,0.6580645161290323,0.6758620689655173,0.5172413793103449,0.5987261146496815
0.05,80,12,0.4,0.6794871794871795,0.6712328767123288,0.5128205128205128,0.5949367088607594
0.05,81,5,0.37894736842105264,0.6754966887417219,0.6524822695035462,0.5178571428571429,0.6274509803921569
0.05,82,7,0.3711340206185567,0.6666666666666666,0.6433566433566433,0.5087719298245614,0.5935483870967742
0.05,83,5,0.3711340206185567,0.6666666666666666,0.6573426573426573,0.5087719298245614,0.6064516129032258
0.05,84,2,0.40425531914893614,0.68,0.6571428571428571,0.5225225225225225,0.6052631578947368
0.05,85,5,0.40404040404040403,0.6967741935483871,0.6482758620689655,0.5344827586206896,0.6369426751592356
0.05,86,6,0.3673469387755102,0.6883116883116883,0.6805555555555556,0.5217391304347826,0.6410256410256411
0.05,87,2,0.3877551020408163,0.7012987012987013,0.6805555555555556,0.5217391304347826,0.6282051282051282
0.05,88,2,0.3958333333333333,0.6842105263157895,0.6901408450704225,0.5309734513274337,0.6233766233766234
0.05,89,8,0.4375,0.7105263157894737,0.647887323943662,0.5663716814159292,0.5844155844155844
0.05,90,6,0.3877551020408163,0.6883116883116883,0.6805555555555556,0.5043478260869565,0.6282051282051282
0.05,91,3,0.4329896907216495,0.7058823529411765,0.6853146853146853,0.5614035087719298,0.6193548387096774
0.05,92,11,0.42105263157894735,0.6887417218543046,0.624113475177305,0.5178571428571429,0.6143790849673203
0.05,93,4,0.40425531914893614,0.68,0.6571428571428571,0.5405405405405406,0.6052631578947368
0.05,94,6,0.4166666666666667,0.6842105263157895,0.676056338028169,0.5132743362831859,0.6103896103896104
0.05,95,6,0.40816326530612246,0.6753246753246753,0.6666666666666666,0.5391304347826087,0.6282051282051282
0.05,96,13,0.37623762376237624,0.6624203821656051,0.6666666666666666,0.5084745762711864,0.6037735849056604
0.05,97,9,0.3917525773195876,0.6797385620915033,0.6573426573426573,0.5263157894736842,0.6064516129032258
0.05,98,11,0.35789473684210527,0.6622516556291391,0.624113475177305,0.4642857142857143,0.5882352941176471
0.05,99,3,0.40404040404040403,0.6967741935483871,0.6758620689655173,0.5344827586206896,0.6114649681528662
0.05,100,10,0.425531914893617,0.68,0.6714285714285714,0.5405405405405406,0.6052631578947368
0.05,101,5,0.37894736842105264,0.6622516556291391,0.6524822695035462,0.5,0.5882352941176471
0.05,102,7,0.35789473684210527,0.6754966887417219,0.6382978723404256,0.5178571428571429,0.6143790849673203
0.05,103,7,0.41237113402061853,0.6666666666666666,0.6713286713286714,0.543859649122807,0.6064516129032258
0.05,104,9,0.3956043956043956,0.6530612244897959,0.6277372262773723,0.48148148148148145,0.6174496644295302
0.05,105,7,0.37623762376237624,0.7006369426751592,0.6666666666666666,0.5084745762711864,0.6415094339622641
0.05,106,6,0.36,0.6923076923076923,0.684931506849315,0.5128205128205128,0.6329113924050633
0.05,107,8,0.375,0.6842105263157895,0.647887323943662,0.5132743362831859,0.6103896103896104
0.05,108,5,0.4,0.7152317880794702,0.6666666666666666,0.5357142857142857,0.6143790849673203
0.05,109,10,0.37254901960784315,0.7088607594936709,0.6756756756756757,0.5042016806722689,0.6375
0.05,110,11,0.3917525773195876,0.6535947712418301,0.6433566433566433,0.5263157894736842,0.632258064516129
0.05,111,6,0.375,0.6973684210526315,0.6619718309859155,0.5132743362831859,0.6233766233766234
0.05,112,10,0.391304347826087,0.6621621621621622,0.6231884057971014,0.5321100917431193,0.5733333333333334
0.05,113,5,0.3838383838383838,0.7096774193548387,0.6620689655172414,0.5344827586206896,0.6369426751592356
0.05,114,3,0.4,0.7152317880794702,0.6808510638297872,0.5357142857142857,0.6405228758169934
0.05,115,3,0.41237113402061853,0.7189542483660131,0.6713286713286714,0.5263157894736842,0.6193548387096774
0.05,116,2,0.3958333333333333,0.6842105263157895,0.676056338028169,0.5132743362831859,0.6233766233766234
0.05,117,6,0.40425531914893614,0.6666666666666666,0.6571428571428571,0.5225225225225225,0.6052631578947368
0.05,118,12,0.3617021276595745,0.6266666666666667,0.6142857142857143,0.4864864864864865,0.6052631578947368
0.05,119,8,0.3877551020408163,0.6753246753246753,0.6944444444444444,0.5391304347826087,0.6410256410256411
0.05,120,5,0.3655913978494624,0.6577181208053692,0.6330935251798561,0.509090909090909,0.5827814569536424
0.05,121,4,0.3541666666666667,0.6710526315789473,0.647887323943662,0.49557522123893805,0.6103896103896104
0.05,122,9,0.3917525773195876,0.6928104575163399,0.6433566433566433,0.5614035087719298,0.6064516129032258
0.05,123,3,0.35789473684210527,0.7019867549668874,0.6666666666666666,0.5178571428571429,0.6274509803921569
0.05,124,5,0.3838383838383838,0.6967741935483871,0.6758620689655173,0.5172413793103449,0.6242038216560509
0.05,125,3,0.37894736842105264,0.6887417218543046,0.6808510638297872,0.5357142857142857,0.6143790849673203
0.05,126,9,0.41904761904761906,0.7080745341614907,0.6887417218543046,0.5409836065573771,0.6134969325153374
0.05,127,7,0.35051546391752575,0.6928104575163399,0.6433566433566433,0.49122807017543857,0.6193548387096774
0.05,128,5,0.3711340206185567,0.6797385620915033,0.6853146853146853,0.5087719298245614,0.632258064516129
0.05,129,6,0.3541666666666667,0.6973684210526315,0.6338028169014085,0.49557522123893805,0.6103896103896104
0.05,130,8,0.375,0.6710526315789473,0.6338028169014085,0.4778761061946903,0.5974025974025974
0.05,131,9,0.3564356435643564,0.6624203821656051,0.6530612244897959,0.4915254237288136,0.6037735849056604
0.05,132,5,0.3917525773195876,0.7189542483660131,0.6853146853146853,0.543859649122807,0.6451612903225806
0.05,133,8,0.38461538461538464,0.7125,0.6666666666666666,0.5289256198347108,0.6419753086419753
0.05,134,7,0.3838383838383838,0.6838709677419355,0.6344827586206897,0.5172413793103449,0.6496815286624203
0.05,135,5,0.37894736842105264,0.6754966887417219,0.6524822695035462,0.5,0.6013071895424836
0.05,136,2,0.3958333333333333,0.6973684210526315,0.676056338028169,0.5309734513274337,0.6233766233766234
0.05,137,8,0.3695652173913043,0.6621621621621622,0.6376811594202898,0.47706422018348627,0.5866666666666667
0.05,138,11,0.35051546391752575,0.6666666666666666,0.6573426573426573,0.49122807017543857,0.5935483870967742
0.05,139,4,0.375,0.6842105263157895,0.676056338028169,0.49557522123893805,0.6233766233766234
0.05,140,9,0.3711340206185567,0.6928104575163399,0.6573426573426573,0.49122807017543857,0.632258064516129
0.05,141,6,0.4166666666666667,0.7105263157894737,0.676056338028169,0.5486725663716814,0.6363636363636364
0.05,142,6,0.3673469387755102,0.6883116883116883,0.6666666666666666,0.5043478260869565,0.6410256410256411
0.05,143,8,0.40425531914893614,0.6666666666666666,0.6285714285714286,0.5225225225225225,0.6052631578947368
0.05,144,6,0.4,0.6794871794871795,0.6438356164383562,0.5128205128205128,0.6455696202531646
0.05,145,7,0.37894736842105264,0.6754966887417219,0.6524822695035462,0.5,0.6143790849673203
0.05,146,14,0.46,0.6923076923076923,0.6986301369863014,0.5641025641025641,0.6582278481012658
0.05,147,4,0.40425531914893614,0.68,0.6571428571428571,0.5405405405405406,0.618421052631579
0.05,148,9,0.40860215053763443,0.6577181208053692,0.6762589928057554,0.5454545454545454,0.5827814569536424
0.05,149,11,0.3917525773195876,0.6666666666666666,0.6433566433566433,0.5087719298245614,0.6064516129032258
0.05,150,8,0.3958333333333333,0.6447368421052632,0.647887323943662,0.5132743362831859,0.5844155844155844
0.05,151,5,0.3838383838383838,0.6838709677419355,0.6758620689655173,0.5172413793103449,0.6369426751592356
0.05,152,7,0.39603960396039606,0.6624203821656051,0.6530612244897959,0.5254237288135594,0.6163522012578616
0.05,153,5,0.39603960396039606,0.7133757961783439,0.6666666666666666,0.5423728813559322,0.6415094339622641
0.05,154,3,0.3838383838383838,0.6967741935483871,0.6758620689655173,0.5172413793103449,0.6242038216560509
0.05,155,3,0.3917525773195876,0.6928104575163399,0.6573426573426573,0.5263157894736842,0.6193548387096774
0.05,156,11,0.4329896907216495,0.7058823529411765,0.6433566433566433,0.5614035087719298,0.6193548387096774
0.05,157,7,0.4421052631578947,0.7019867549668874,0.6382978723404256,0.5535714285714286,0.6013071895424836
0.05,158,9,0.37894736842105264,0.6754966887417219,0.6524822695035462,0.5,0.5882352941176471
0.05,159,5,0.3870967741935484,0.697986577181208,0.6474820143884892,0.5454545454545454,0.6225165562913907
0.05,160,11,0.3838383838383838,0.6580645161290323,0.6620689655172414,0.5172413793103449,0.5987261146496815
0.05,161,8,0.3877551020408163,0.6883116883116883,0.6666666666666666,0.5043478260869565,0.6410256410256411
0.05,162,9,0.42424242424242425,0.6838709677419355,0.6482758620689655,0.5344827586206896,0.6114649681528662
0.05,163,6,0.3958333333333333,0.6710526315789473,0.6901408450704225,0.5309734513274337,0.5974025974025974
0.05,164,4,0.3877551020408163,0.7012987012987013,0.6805555555555556,0.5217391304347826,0.6538461538461539
0.05,165,10,0.4,0.7307692307692307,0.684931506849315,0.5299145299145299,0.6455696202531646
0.05,166,9,0.39603960396039606,0.6624203821656051,0.6666666666666666,0.5254237288135594,0.6037735849056604
0.05,167,8,0.4489795918367347,0.7012987012987013,0.6944444444444444,0.5565217391304348,0.6153846153846154
0.05,168,9,0.40404040404040403,0.7225806451612903,0.6482758620689655,0.5344827586206896,0.6242038216560509
0.05,169,7,0.3838383838383838,0.6967741935483871,0.6620689655172414,0.5172413793103449,0.6496815286624203
0.05,170,10,0.37777777777777777,0.6438356164383562,0.6176470588235294,0.48598130841121495,0.5675675675675675
0.05,171,8,0.4166666666666667,0.7105263157894737,0.6619718309859155,0.5486725663716814,0.6103896103896104
0.05,172,9,0.35789473684210527,0.6622516556291391,0.6524822695035462,0.5,0.5751633986928104
0.05,173,9,0.4,0.6754966887417219,0.6524822695035462,0.5357142857142857,0.6013071895424836
0.05,174,6,0.3877551020408163,0.7012987012987013,0.6666666666666666,0.5391304347826087,0.6282051282051282
0.05,175,9,0.3870967741935484,0.6711409395973155,0.6330935251798561,0.5272727272727272,0.609271523178808
0.05,176,6,0.3877551020408163,0.7012987012987013,0.6944444444444444,0.5217391304347826,0.6282051282051282
0.05,177,8,0.375,0.6578947368421053,0.6338028169014085,0.5132743362831859,0.6103896103896104
0.05,178,8,0.35555555555555557,0.6438356164383562,0.6176470588235294,0.48598130841121495,0.581081081081081
0.05,179,4,0.4,0.6923076923076923,0.6712328767123288,0.5299145299145299,0.620253164556962
0.05,180,11,0.37894736842105264,0.6622516556291391,0.624113475177305,0.5178571428571429,0.6143790849673203
0.05,181,6,0.3617021276595745,0.68,0.6428571428571429,0.5045045045045045,0.5921052631578947
0.05,182,8,0.3958333333333333,0.6973684210526315,0.6338028169014085,0.5309734513274337,0.6233766233766234
0.05,183,2,0.3877551020408163,0.7012987012987013,0.6805555555555556,0.5217391304347826,0.6282051282051282
0.05,184,9,0.3917525773195876,0.6535947712418301,0.6573426573426573,0.5087719298245614,0.6064516129032258
0.05,185,10,0.41304347826086957,0.6891891891891891,0.6086956521739131,0.5137614678899083,0.5733333333333334
0.05,186,11,0.42105263157894735,0.6887417218543046,0.6666666666666666,0.5535714285714286,0.6013071895424836
0.05,187,6,0.3469387755102041,0.7012987012987013,0.6666666666666666,0.5043478260869565,0.6153846153846154
0.05,188,4,0.3829787234042553,0.6933333333333334,0.6571428571428571,0.5045045045045045,0.6052631578947368
0.05,189,3,0.40404040404040403,0.7096774193548387,0.6896551724137931,0.5344827586206896,0.6496815286624203
0.05,190,6,0.3541666666666667,0.6578947368421053,0.6338028169014085,0.49557522123893805,0.5974025974025974
0.05,191,6,0.3958333333333333,0.6578947368421053,0.6619718309859155,0.5309734513274337,0.6103896103896104
0.05,192,9,0.4,0.7152317880794702,0.6382978723404256,0.5357142857142857,0.6274509803921569
0.05,193,9,0.37894736842105264,0.6622516556291391,0.624113475177305,0.5178571428571429,0.6013071895424836
0.05,194,3,0.4,0.6887417218543046,0.6524822695035462,0.5178571428571429,0.6274509803921569
0.05,195,9,0.35789473684210527,0.6490066225165563,0.6524822695035462,0.48214285714285715,0.6143790849673203
0.05,196,11,0.37894736842105264,0.6357615894039735,0.624113475177305,0.5,0.6143790849673203
0.05,197,4,0.38,0.7051282051282052,0.684931506849315,0.5299145299145299,0.6455696202531646
0.05,198,7,0.40404040404040403,0.7096774193548387,0.6896551724137931,0.5344827586206896,0.6242038216560509
0.05,199,8,0.3958333333333333,0.6842105263157895,0.704225352112676,0.5309734513274337,0.6233766233766234
0.05,200,14,0.3829787234042553,0.6266666666666667,0.6571428571428571,0.5045045045045045,0.5657894736842105
0.1,1,13,0.3711340206185567,0.6274509803921569,0.6433566433566433,0.5087719298245614,0.6193548387096774
0.1,2,15,0.37894736842105264,0.6357615894039735,0.6382978723404256,0.5178571428571429,0.6013071895424836
0.1,3,21,0.3516483516483517,0.6666666666666666,0.5547445255474452,0.5185185185185185,0.6040268456375839
0.1,4,19,0.3564356435643564,0.6496815286624203,0.6258503401360545,0.4915254237288136,0.6540880503144654
0.1,5,17,0.34408602150537637,0.6174496644295302,0.60431654676259,0.509090909090909,0.543046357615894
0.1,6,14,0.3541666666666667,0.6842105263157895,0.647887323943662,0.49557522123893805,0.6233766233766234
0.1,7,17,0.3838383838383838,0.6838709677419355,0.6620689655172414,0.5172413793103449,0.5859872611464968
0.1,8,24,0.3,0.6666666666666666,0.6164383561643836,0.42735042735042733,0.5822784810126582
0.1,9,14,0.4117647058823529,0.7468354430379747,0.6351351351351351,0.5546218487394958,0.65
0.1,10,18,0.32653061224489793,0.6493506493506493,0.6388888888888888,0.48695652173913045,0.6025641025641025
0.1,11,16,0.3333333333333333,0.6447368421052632,0.6056338028169014,0.46017699115044247,0.5714285714285714
0.1,12,14,0.39215686274509803,0.6835443037974683,0.6486486486486487,0.5042016806722689,0.5875
0.1,13,9,0.35789473684210527,0.6622516556291391,0.6382978723404256,0.5,0.6143790849673203
0.1,14,22,0.3541666666666667,0.631578947368421,0.6056338028169014,0.46017699115044247,0.5324675324675324
0.1,15,16,0.3829787234042553,0.6,0.6,0.46846846846846846,0.5921052631578947
0.1,16,9,0.3917525773195876,0.6535947712418301,0.6293706293706294,0.5263157894736842,0.6193548387096774
0.1,17,19,0.3564356435643564,0.6624203821656051,0.6530612244897959,0.4745762711864407,0.6163522012578616
0.1,18,9,0.4,0.6490066225165563,0.6524822695035462,0.5178571428571429,0.6013071895424836
0.1,19,16,0.39215686274509803,0.6962025316455697,0.7027027027027027,0.5042016806722689,0.6
0.1,20,15,0.46464646464646464,0.7225806451612903,0.6620689655172414,0.5344827586206896,0.6242038216560509
0.1,21,11,0.3564356435643564,0.6751592356687898,0.6802721088435374,0.5084745762711864,0.6289308176100629
0.1,22,11,0.3434343434343434,0.6580645161290323,0.6620689655172414,0.4827586206896552,0.6114649681528662
0.1,23,14,0.40384615384615385,0.7125,0.68,0.5289256198347108,0.6172839506172839
0.1,24,12,0.3829787234042553,0.6533333333333333,0.6428571428571429,0.5045045045045045,0.5789473684210527
0.1,25,17,0.3917525773195876,0.6143790849673203,0.6573426573426573,0.47368421052631576,0.5548387096774193
0.1,26,7,0.42424242424242425,0.6709677419354839,0.6758620689655173,0.5344827586206896,0.5987261146496815
0.1,27,18,0.3829787234042553,0.6533333333333333,0.6428571428571429,0.5225225225225225,0.5921052631578947
0.1,28,15,0.35789473684210527,0.6225165562913907,0.6382978723404256,0.48214285714285715,0.5751633986928104
0.1,29,7,0.42105263157894735,0.7019867549668874,0.6808510638297872,0.5535714285714286,0.6274509803921569
0.1,30,12,0.35555555555555557,0.6164383561643836,0.6029411764705882,0.4672897196261682,0.5945945945945946
0.1,31,12,0.40816326530612246,0.7012987012987013,0.6805555555555556,0.5217391304347826,0.6153846153846154
0.1,32,16,0.3541666666666667,0.6578947368421053,0.647887323943662,0.5309734513274337,0.6363636363636364
0.1,33,19,0.3619047619047619,0.6832298136645962,0.6754966887417219,0.5245901639344263,0.6380368098159509
0.1,34,25,0.39603960396039606,0.6751592356687898,0.6394557823129252,0.4745762711864407,0.6163522012578616
0.1,35,13,0.40860215053763443,0.6308724832214765,0.6187050359712231,0.5454545454545454,0.5827814569536424
0.1,36,17,0.36893203883495146,0.6918238993710691,0.6711409395973155,0.5166666666666667,0.6211180124223602
0.1,37,16,0.43137254901960786,0.6708860759493671,0.6486486486486487,0.5714285714285714,0.5875
0.1,38,12,0.39215686274509803,0.6708860759493671,0.7027027027027027,0.48739495798319327,0.6125
0.1,39,22,0.30612244897959184,0.6623376623376623,0.6666666666666666,0.46956521739130436,0.6153846153846154
0.1,40,13,0.36893203883495146,0.7044025157232704,0.6308724832214765,0.5,0.6583850931677019
0.1,41,13,0.37894736842105264,0.6490066225165563,0.6099290780141844,0.5,0.5620915032679739
0.1,42,20,0.34,0.6025641025641025,0.6164383561643836,0.4444444444444444,0.6075949367088608
0.1,43,6,0.3673469387755102,0.7012987012987013,0.6805555555555556,0.5043478260869565,0.6282051282051282
0.1,44,12,0.3673469387755102,0.6623376623376623,0.625,0.46956521739130436,0.6410256410256411
0.1,45,11,0.3711340206185567,0.6797385620915033,0.6573426573426573,0.5087719298245614,0.632258064516129
0.1,46,19,0.3619047619047619,0.6956521739130435,0.6754966887417219,0.45901639344262296,0.6134969325153374
0.1,47,12,0.3877551020408163,0.6753246753246753,0.6666666666666666,0.5217391304347826,0.6153846153846154
0.1,48,17,0.36363636363636365,0.6709677419354839,0.6206896551724138,0.5172413793103449,0.6242038216560509
0.1,49,10,0.3617021276595745,0.68,0.6857142857142857,0.5045045045045045,0.631578947368421
0.1,50,17,0.3883495145631068,0.7044025157232704,0.6845637583892618,0.5333333333333333,0.6086956521739131
0.1,51,11,0.3711340206185567,0.6535947712418301,0.6153846153846154,0.47368421052631576,0.632258064516129
0.1,52,14,0.32608695652173914,0.6486486486486487,0.5942028985507246,0.44036697247706424,0.6
0.1,53,13,0.3711340206185567,0.6535947712418301,0.6013986013986014,0.5087719298245614,0.5935483870967742
0.1,54,11,0.37362637362637363,0.6394557823129252,0.656934306569343,0.5,0.6040268456375839
0.1,55,18,0.3469387755102041,0.6623376623376623,0.625,0.48695652173913045,0.6025641025641025
0.1,56,14,0.3469387755102041,0.6623376623376623,0.6388888888888888,0.45217391304347826,0.6153846153846154
0.1,57,15,0.37894736842105264,0.6357615894039735,0.5957446808510638,0.5,0.6143790849673203
0.1,58,22,0.38,0.6282051282051282,0.6986301369863014,0.47863247863247865,0.620253164556962
0.1,59,8,0.375,0.6578947368421053,0.676056338028169,0.5132743362831859,0.5974025974025974
0.1,60,14,0.4117647058823529,0.6962025316455697,0.6486486486486487,0.5042016806722689,0.625
0.1,61,14,0.38,0.6923076923076923,0.6712328767123288,0.5470085470085471,0.6075949367088608
0.1,62,19,0.42424242424242425,0.6580645161290323,0.6344827586206897,0.5,0.5859872611464968
0.1,63,16,0.37254901960784315,0.6962025316455697,0.6486486486486487,0.5042016806722689,0.6
0.1,64,19,0.33663366336633666,0.6624203821656051,0.7074829931972789,0.5423728813559322,0.5911949685534591
0.1,65,11,0.3076923076923077,0.6394557823129252,0.5985401459854015,0.4444444444444444,0.6040268456375839
0.1,66,16,0.37735849056603776,0.654320987654321,0.6842105263157895,0.4878048780487805,0.5853658536585366
0.1,67,16,0.3877551020408163,0.6623376623376623,0.6388888888888888,0.5217391304347826,0.6153846153846154
0.1,68,11,0.37894736842105264,0.6754966887417219,0.6382978723404256,0.48214285714285715,0.5882352941176471
0.1,69,6,0.375,0.6842105263157895,0.676056338028169,0.49557522123893805,0.6103896103896104
0.1,70,14,0.3617021276595745,0.68,0.6571428571428571,0.5405405405405406,0.5921052631578947
0.1,71,13,0.37362637362637363,0.6122448979591837,0.6277372262773723,0.48148148148148145,0.5771812080536913
0.1,72,10,0.3877551020408163,0.7012987012987013,0.6805555555555556,0.5217391304347826,0.6153846153846154
0.1,73,19,0.4,0.609271523178808,0.5673758865248227,0.5178571428571429,0.6274509803921569
0.1,74,7,0.40404040404040403,0.6967741935483871,0.6620689655172414,0.5517241379310345,0.6242038216560509
0.1,75,13,0.3655913978494624,0.6174496644295302,0.6330935251798561,0.4727272727272727,0.5695364238410596
0.1,76,27,0.30927835051546393,0.6405228758169934,0.5874125874125874,0.47368421052631576,0.6064516129032258
0.1,77,15,0.40860215053763443,0.6308724832214765,0.5755395683453237,0.5454545454545454,0.5827814569536424
0.1,78,15,0.4421052631578947,0.6622516556291391,0.6382978723404256,0.5714285714285714,0.5751633986928104
0.1,79,15,0.36363636363636365,0.6580645161290323,0.6482758620689655,0.4827586206896552,0.5859872611464968
0.1,80,14,0.4166666666666667,0.6447368421052632,0.647887323943662,0.5132743362831859,0.5974025974025974
0.1,81,14,0.3541666666666667,0.6710526315789473,0.6338028169014085,0.46017699115044247,0.6233766233766234
0.1,82,11,0.40404040404040403,0.6580645161290323,0.6758620689655173,0.5517241379310345,0.6114649681528662
0.1,83,21,0.3516483516483517,0.6530612244897959,0.656934306569343,0.5,0.5906040268456376
0.1,84,13,0.4,0.6357615894039735,0.6382978723404256,0.5,0.6013071895424836
0.1,85,15,0.3434343434343434,0.6580645161290323,0.6482758620689655,0.5,0.6369426751592356
0.1,86,16,0.32653061224489793,0.6753246753246753,0.6111111111111112,0.46956521739130436,0.6282051282051282
0.1,87,14,0.3617021276595745,0.6533333333333333,0.6142857142857143,0.4864864864864865,0.5657894736842105
0.1,88,16,0.375,0.6578947368421053,0.6197183098591549,0.5309734513274337,0.5974025974025974
0.1,89,17,0.35789473684210527,0.6622516556291391,0.6099290780141844,0.4642857142857143,0.5359477124183006
0.1,90,12,0.3877551020408163,0.6623376623376623,0.625,0.5217391304347826,0.5897435897435898
0.1,91,23,0.43564356435643564,0.6624203821656051,0.6258503401360545,0.5932203389830508,0.5786163522012578
0.1,92,10,0.38,0.7051282051282052,0.6986301369863014,0.5299145299145299,0.620253164556962
0.1,93,10,0.38,0.6794871794871795,0.6712328767123288,0.5128205128205128,0.6329113924050633
0.1,94,10,0.4117647058823529,0.7088607594936709,0.6621621621621622,0.5546218487394958,0.65
0.1,95,17,0.4175824175824176,0.6394557823129252,0.5985401459854015,0.5555555555555556,0.5771812080536913
0.1,96,16,0.32608695652173914,0.6216216216216216,0.5797101449275363,0.44036697247706424,0.5866666666666667
0.1,97,19,0.33663366336633666,0.6751592356687898,0.6666666666666666,0.4915254237288136,0.6037735849056604
0.1,98,17,0.3157894736842105,0.6622516556291391,0.624113475177305,0.4642857142857143,0.5882352941176471
0.1,99,10,0.3695652173913043,0.6756756756756757,0.6231884057971014,0.4954128440366973,0.6
0.1,100,16,0.375,0.6578947368421053,0.6056338028169014,0.49557522123893805,0.5844155844155844
0.1,101,11,0.39603960396039606,0.6878980891719745,0.6666666666666666,0.5254237288135594,0.6163522012578616
0.1,102,15,0.3956043956043956,0.5986394557823129,0.5985401459854015,0.48148148148148145,0.5503355704697986
0.1,103,20,0.35294117647058826,0.6582278481012658,0.6621621621621622,0.47058823529411764,0.6125
0.1,104,9,0.3838383838383838,0.6580645161290323,0.6620689655172414,0.5172413793103449,0.6114649681528662
0.1,105,22,0.3404255319148936,0.64,0.5714285714285714,0.45045045045045046,0.618421052631579
0.1,106,15,0.41237113402061853,0.6535947712418301,0.6433566433566433,0.5087719298245614,0.5935483870967742
0.1,107,11,0.35789473684210527,0.6887417218543046,0.6524822695035462,0.5357142857142857,0.6143790849673203
0.1,108,13,0.3838383838383838,0.6838709677419355,0.6482758620689655,0.5,0.6242038216560509
0.1,109,13,0.3564356435643564,0.7006369426751592,0.6802721088435374,0.4915254237288136,0.6289308176100629
0.1,110,16,0.36538461538461536,0.7,0.7066666666666667,0.49586776859504134,0.6419753086419753
0.1,111,19,0.42201834862385323,0.7151515151515152,0.6580645161290323,0.5238095238095238,0.6347305389221557
0.1,112,14,0.4166666666666667,0.6578947368421053,0.6619718309859155,0.5132743362831859,0.5974025974025974
0.1,113,20,0.36,0.6538461538461539,0.6438356164383562,0.49572649572649574,0.6075949367088608
0.1,114,13,0.42105263157894735,0.6490066225165563,0.624113475177305,0.5178571428571429,0.5620915032679739
0.1,115,15,0.37894736842105264,0.6622516556291391,0.6382978723404256,0.48214285714285715,0.6274509803921569
0.1,116,16,0.44,0.7051282051282052,0.6438356164383562,0.5299145299145299,0.6708860759493671
0.1,117,14,0.40425531914893614,0.64,0.6428571428571429,0.5045045045045045,0.5921052631578947
0.1,118,13,0.39603960396039606,0.7006369426751592,0.6666666666666666,0.5423728813559322,0.6289308176100629
0.1,119,10,0.3617021276595745,0.6933333333333334,0.6142857142857143,0.5045045045045045,0.631578947368421
0.1,120,12,0.3958333333333333,0.7105263157894737,0.647887323943662,0.5309734513274337,0.5844155844155844
0.1,121,12,0.40816326530612246,0.6883116883116883,0.6666666666666666,0.5391304347826087,0.6153846153846154
0.1,122,21,0.3655913978494624,0.5906040268456376,0.5899280575539568,0.45454545454545453,0.5562913907284768
0.1,123,10,0.3877551020408163,0.6623376623376623,0.6805555555555556,0.5217391304347826,0.6153846153846154
0.1,124,11,0.3655913978494624,0.6577181208053692,0.60431654676259,0.45454545454545453,0.5827814569536424
0.1,125,16,0.40816326530612246,0.6493506493506493,0.6666666666666666,0.5043478260869565,0.6153846153846154
0.1,126,16,0.41304347826086957,0.6081081081081081,0.6376811594202898,0.5137614678899083,0.5466666666666666
0.1,127,12,0.40816326530612246,0.6623376623376623,0.6527777777777778,0.48695652173913045,0.6282051282051282
0.1,128,14,0.3673469387755102,0.7012987012987013,0.6388888888888888,0.48695652173913045,0.6025641025641025
0.1,129,16,0.39215686274509803,0.6962025316455697,0.6621621621621622,0.5378151260504201,0.625
0.1,130,13,0.30303030303030304,0.6838709677419355,0.6758620689655173,0.5,0.6369426751592356
0.1,131,17,0.42105263157894735,0.6622516556291391,0.6382978723404256,0.5178571428571429,0.5620915032679739
0.1,132,11,0.3655913978494624,0.6577181208053692,0.6474820143884892,0.4727272727272727,0.609271523178808
0.1,133,22,0.46808510638297873,0.64,0.6285714285714286,0.5585585585585585,0.5789473684210527
0.1,134,11,0.42105263157894735,0.6490066225165563,0.624113475177305,0.5357142857142857,0.5751633986928104
0.1,135,15,0.4158415841584158,0.6878980891719745,0.6394557823129252,0.5254237288135594,0.6037735849056604
0.1,136,11,0.4158415841584158,0.7006369426751592,0.6530612244897959,0.5254237288135594,0.6289308176100629
0.1,137,10,0.36,0.6923076923076923,0.684931506849315,0.49572649572649574,0.6329113924050633
0.1,138,16,0.38461538461538464,0.6625,0.6133333333333333,0.49586776859504134,0.6419753086419753
0.1,139,11,0.3434343434343434,0.6967741935483871,0.6482758620689655,0.5,0.6369426751592356
0.1,140,15,0.31683168316831684,0.6624203821656051,0.6258503401360545,0.4576271186440678,0.6289308176100629
0.1,141,14,0.4,0.6923076923076923,0.6575342465753424,0.5128205128205128,0.5822784810126582
